,TPP Active 5th August 2019-6:15 PM,Current Course,College Name,Matric Percentage (Xth),Matric Year of Passing,Matric BOARD,XII Percentage %,Best of XII or Diploma,XIIth Stream,XII : Year of Passing,XII Board,Diploma %,Diploma : Branch,Diploma : Passing Year,Diploma : College Name & City,Diploma : Board,CGPA Till 6th Sem -20-July-2019,Backlogs,Graduation : Year of Passing,Graduation : Course,Graduation : Stream,Graduation : College,Graduation : University Name,PG CGPA till 2nd Sem - 31 May 2019,Backlogs.1,State,Catagory,Gender,Details Of Additional Course/certification,"Experience (if Any), Company Name","Experience (if Any), Designation","Experience (if Any), Salary (per Year [lpa])","Experience (if Any), Duration Of Work (years Or Months)",Training Done At (write Company/institute Name),Training Location (city),Duration,Project Title (during 6 Week/1-2 Months),Project Software/language Name,BEST of E,BEST of Q,BEST of L,BEST of Write-X,BEST of CP,BEST of Domain,BEST of Automata,AGE,Company Name,Package From (in LPA),Package To (in LPA),Status
630,Yes,B.E - CSE,University Institute of Engineering (UIE),75,2013,Bihar School Examination Board,70.6,70.6,Non - Medical,2015,Bihar School Examination Board,,,,,,6.32,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,Ccna,Nirlife India Shopee Pvt Ltd,Silver,1lpa,11month,Ccna/a2it Software Pvt.ltd,Mohali,45 Days,Network Configuration With Various Protocol,Cisco Packet Tracer,465,725,425,540,385,254,0,22,Cognizant,3,3,On Campus
631,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2013,CBSE,79.2,79.2,Non - Medical,2015,CBSE,,,,,,7.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Male,,,,,,Think Next Technologies Private Limited,,45 Days,,,630,870,605,540,695,531,81,23,Persistent System Ltd,4.41,8.41,On Campus
632,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2013,CBSE,82.2,82.2,Non - Medical,2016,CBSE,,,,,,7.2,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Male,"Networking,ethical Hacking,java,web Development",,,,,Eh1 Infotech,Chandigarh,Other,University Network Management System,Cisco Packet Tracer,615,575,480,540,535,500,3,21,Birlasoft India Ltd,3.25,3.25,On Campus
633,Yes,B.E - CSE,University Institute of Engineering (UIE),74.1,2014,CBSE,65.6,65.6,Non - Medical,2016,CBSE,,,,,,6.93,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,"Red Hat Certification , Ethical Hacking Certification",,,,,Cetpa Infotech Pvt. Ltd,Noida,Six Weeks,Hosting Of Clone Website On Own Server,"Kali , Apache Server",615,740,570,360,555,592,22,21,IBM,4.25,4.65,On Campus
634,Yes,B.E - CSE,University Institute of Engineering (UIE),81.6,2014,Punjab School Education Board,77.11,77.11,Non - Medical,2016,Punjab School Education Board,,,,,,6.74,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Royalways Technology Pvt. Ltd,Ludhiana,Six Weeks,Music Station Viberr,Python Django Html Css3 Js Bootstrap,430,505,495,540,435,469,3,23,DXCÿTechnology,3.6,3.6,On Campus
635,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,61.4,61.4,Non - Medical,2016,CBSE,,,,,,7.48,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,Na,,,,,"Vgt,kota",Kota,45 Days,Digital Notice Board ,Android Studio With Dramviewer,595,725,555,540,485,623,15,21,Cognizant,3,3,On Campus
636,Yes,B.E - CSE,University Institute of Engineering (UIE),75,2013,Nepal Board,77.2,77.2,Non - Medical,2016,National Open School (NIOS),,,,,,7.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,Na,,,,,Webtech Nepal,"Kathmandu, Nepal",Six Weeks,Pig Game,Html/css/javascript,735,620,605,720,525,562,29,24,Zensar Technologies,3,4,On Campus
637,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2013,CBSE,66.4,66.4,Non - Medical,2015,CBSE,,,,,,8.01,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Av Enterprise Ltd.,,,,,580,460,520,540,495,438,48,22,Cognizant,3,3,On Campus
638,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,71,71,Non - Medical,2016,Bihar School Examination Board,,,,,,7.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,Na,,,,,Cetpa Infotech,Noida,Six Weeks,University Network Design,Networking With Cisco Packet Tracer,545,650,595,540,565,592,68,22,GlobusÿEight India Pvt. Ltd,3.08,3.51,On Campus
639,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2013,CBSE,69,69,Non - Medical,2015,CBSE,,,,,,8.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Na,Na,Na,Na,Na,High Technologies Solutions,Gurugram,45 Days,Online Music Store,Jee,630,900,675,540,715,592,62,23,HashdIn Technologies,5.25,7.15,On Campus
640,Yes,B.E - CSE,University Institute of Engineering (UIE),82.33,2013,Rajasthan board of secondary education,79.4,79.4,Non - Medical,2015,Rajasthan board of secondary education,,,,,,7.73,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,OBC,Male,Udemy Android Studio,,,,,Thinknext Mohali,Mohali,Six Weeks,Android Music Player,Android Studio,615,900,570,360,475,592,50,21,Amazon,28.75,28.75,On Campus
641,Yes,B.E - CSE,University Institute of Engineering (UIE),82.33,2013,Rajasthan board of secondary education,79.4,79.4,Non - Medical,2015,Rajasthan board of secondary education,,,,,,7.73,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,OBC,Male,Udemy Android Studio,,,,,Thinknext Mohali,Mohali,Six Weeks,Android Music Player,Android Studio,615,900,570,360,475,592,50,21,Capgemini,3.8,3.8,On Campus
642,Yes,B.E - CSE,University Institute of Engineering (UIE),82.33,2013,Rajasthan board of secondary education,79.4,79.4,Non - Medical,2015,Rajasthan board of secondary education,,,,,,7.73,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,OBC,Male,Udemy Android Studio,,,,,Thinknext Mohali,Mohali,Six Weeks,Android Music Player,Android Studio,615,900,570,360,475,592,50,21,Persistent System Ltd,4.41,8.41,On Campus
643,Yes,B.E - CSE,University Institute of Engineering (UIE),77.1,2013,UP Board,76.6,76.6,Non - Medical,2015,UP Board,,,,,,6.21,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Industrial Training.,Na,Na,Na,Na,Indian Institute Of Technology (bhu),Varanasi,2 Month,Cat And Dog Image Classifier Using Cnn,Python,500,665,460,360,505,438,3,22,BigBasket.com,6,7,On Campus
644,Yes,B.E - CSE,University Institute of Engineering (UIE),70,2013,CBSE,76.8,76.8,Non - Medical,2016,CBSE,,,,,,7.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,Android Certification,Codec Networks,Teacher,14000,1,Ibm-kvch,Noida,45 Days,E-book  Reader App,Android,405,810,480,540,625,438,48,23,Cognizant,3,3,On Campus
645,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,64.6,64.6,Non - Medical,2016,CBSE,,,,,,7.42,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Chandigarh University,Kharar,45 Days,Law Firm Network,Networking,675,505,555,540,435,500,0,21,Cognizant,3,3,On Campus
646,Yes,B.E - CSE,University Institute of Engineering (UIE),72.2,2013,CBSE,72.8,72.8,Non - Medical,2016,CBSE,,,,,,7.36,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,SC,Male,"Programming, Data Structures And Algorithms Using Python By Nptel",,,,,Hp Certificate Of Competency,New Delhi,Six Weeks,Mobhack App,Android,795,710,630,360,575,654,48,22,Mu Sigma,5.5,7.25,On Campus
647,Yes,B.E - CSE,University Institute of Engineering (UIE),67.5,2014,ICSE,57.6,57.6,Non - Medical,2016,CBSE,,,,,,6.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Icm,"Parimahal, Shimla",45 Days,Iris Recognition,Java,560,710,565,540,435,346,28,22,Wunderman Thompson,3.5,4,On Campus
648,Yes,B.E - CSE,University Institute of Engineering (UIE),93.1,2014,CBSE,62,62,Non - Medical,2016,CBSE,,,,,,6.16,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Cdac Mohali,Mohali,Six Weeks,House Analysis,Big Data,640,695,675,180,525,469,13,22,Capgemini,3.8,3.8,On Campus
649,Yes,B.E - CSE,University Institute of Engineering (UIE),70.3,2014,CBSE,58.6,58.6,Non - Medical,2016,CBSE,,,,,,5.93,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Ams Techub,,,,,560,710,570,540,455,377,43,22,KPG99ÿInc,2.5,3.5,On Campus
650,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,76.2,76.2,Non - Medical,2016,CBSE,,,,,,8.01,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,Ccna,,,,,Cisco Network Academy,Chandigarh University,Six Weeks,Datacenter Security Design Proposal In A Law Firm Network,Cisco Packet Tracer ,720,695,565,540,455,500,28,21,IBM,4.25,4.65,On Campus
651,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,76.2,76.2,Non - Medical,2016,CBSE,,,,,,8.01,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,Ccna,,,,,Cisco Network Academy,Chandigarh University,Six Weeks,Datacenter Security Design Proposal In A Law Firm Network,Cisco Packet Tracer ,720,695,565,540,455,500,28,21,KPMG,5.2,5.4,On Campus
652,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,63.2,63.2,Non - Medical,2016,CBSE,,,,,,6.41,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,Na,,,,,Na,Patna,Other,,,595,560,545,360,575,531,13,21,TechRydeÿPrivateÿLimited,3,3,On Campus
653,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2013,CBSE,75.2,75.2,Non - Medical,2016,Bihar School Examination Board,,,,,,7.26,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Cognitel,Gurgaon,Six Weeks,Enterprise Network Design,Ensp Simulator,595,740,595,540,655,592,50,21,Start Up Farms IT Pvt. Ltd. (SUFI),4,4,On Campus
654,Yes,B.E - CSE,University Institute of Engineering (UIE),86.66,2014,ICSE,82.2,82.2,Non - Medical,2016,CBSE,,,,,,7.81,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,Android Development,,,,,Ibm Core,Mohali,Six Weeks,Earthquake App,Android Development ,640,800,595,720,655,562,38,22,Capgemini,3.8,3.8,On Campus
655,Yes,B.E - CSE,University Institute of Engineering (UIE),86.66,2014,ICSE,82.2,82.2,Non - Medical,2016,CBSE,,,,,,7.81,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,Android Development,,,,,Ibm Core,Mohali,Six Weeks,Earthquake App,Android Development ,640,800,595,720,655,562,38,22,Hitachi,6.5,6.5,On Campus
656,Yes,B.E - CSE,University Institute of Engineering (UIE),86.66,2014,ICSE,82.2,82.2,Non - Medical,2016,CBSE,,,,,,7.81,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Male,Android Development,,,,,Ibm Core,Mohali,Six Weeks,Earthquake App,Android Development ,640,800,595,720,655,562,38,22,IBM,4.25,4.65,On Campus
657,Yes,B.E - CSE,University Institute of Engineering (UIE),93.1,2014,CBSE,66.4,66.4,Non - Medical with Biology,2016,CBSE,,,,,,7.2,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Odisha,General,Male,Ccna,,,,,Ams Techhub,Mohali,Six Weeks,Global Communication,Ccna,570,560,555,540,465,438,3,22,Birlasoft India Ltd,3.25,3.25,On Campus
658,Yes,B.E - CSE,University Institute of Engineering (UIE),81.33,2014,Assam Board,75.6,75.6,Non - Medical,2016,CBSE,,,,,,7.32,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Assam,General,Male,Na,,,,,"Cec, Guwahati",Guwahati,45 Days,Configuration Of Dhcp Server,Cisco Packet Tracer,605,560,675,360,535,500,0,21,Cognizant,3,3,On Campus
659,Yes,B.E - CSE,University Institute of Engineering (UIE),72.33,2014,ICSE,75.4,75.4,Non - Medical,2016,CBSE,,,,,,7.19,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,OBC,Male,Na,,,,,"Niit, Shimla",Shimla,45 Days,Quiz Game,Netbeans,545,740,590,540,455,438,3,22,GlobusÿEight India Pvt. Ltd,3.08,3.51,On Campus
660,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,71.4,71.4,Non - Medical,2016,CBSE,,,,,,7.56,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,"Machine Learning , Introduction To Python(microsoft Certification)",,,,,Aspirevision Tech Education,Hyderabad,45 Days,Stock Market,Python,570,370,480,360,425,438,3,21,Cognizant,3,3,On Campus
661,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,71.4,71.4,Non - Medical,2016,CBSE,,,,,,7.56,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,"Machine Learning , Introduction To Python(microsoft Certification)",,,,,Aspirevision Tech Education,Hyderabad,45 Days,Stock Market,Python,570,370,480,360,425,438,3,21,IBM,4.25,4.65,On Campus
662,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,71.4,71.4,Non - Medical,2016,CBSE,,,,,,7.56,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,"Machine Learning , Introduction To Python(microsoft Certification)",,,,,Aspirevision Tech Education,Hyderabad,45 Days,Stock Market,Python,570,370,480,360,425,438,3,21,Wipro,3.5,3.5,On Campus
663,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,66,66,Non - Medical,2014,CBSE,,,,,,6.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Certificate For Workshop On Android,,,,,Appin Technologies,Haldwani,45 Days,,Java,630,505,510,540,465,377,0,22,Zensar Technologies,3,4,On Campus
664,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2013,CBSE,71.2,71.2,Non - Medical,2016,CBSE,,,,,,6.92,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chhattisgarh,General,Female,,,,,,Optimus Infotech,,45 Days,Online Bookstore Website,Php,780,505,540,540,475,438,0,22,Dignitas Digital Private Limited,3.6,3.6,On Campus
665,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,71,71,Non - Medical,2016,CBSE,,,,,,6.69,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),ST,Male,,,,,,"Tcil Pvt. Ltd. Sector 22, Chandigarh",Chandigarh,Six Weeks,Advanced Notepad,Android Development,570,605,590,540,515,438,3,22,Capgemini,3.8,3.8,On Campus
666,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,64.8,64.8,Non - Medical,2016,CBSE,,,,,,6.96,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Niit Pvt. Ltd.,Mandi,Six Weeks,Hospital Management System,"Advanced Java, Javascript",700,620,605,360,465,469,34,22,Wipro,3.5,3.5,On Campus
667,Yes,B.E - CSE,University Institute of Engineering (UIE),84.88,2013,Nepal Board,62.8,62.8,Non - Medical,2015,CBSE,,,,,,7.12,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,Na,,,,,Excellence Technology,Chandigarh,2 Month,Examination Software,Examination Site,580,620,595,720,505,469,3,24,Cognizant,3,3,On Campus
668,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2014,CBSE,70.2,70.2,Non - Medical,2016,CBSE,,,,,,7.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,"Android Development Course,cloud Computing",,,,,Kyrion Technologies,Delhi,Six Weeks,"Multi Calc,hackerdata",Android Application Development,535,725,595,540,495,438,50,21,Capgemini,3.8,3.8,On Campus
669,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2014,CBSE,70.2,70.2,Non - Medical,2016,CBSE,,,,,,7.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,"Android Development Course,cloud Computing",,,,,Kyrion Technologies,Delhi,Six Weeks,"Multi Calc,hackerdata",Android Application Development,535,725,595,540,495,438,50,21,Wipro,3.5,3.5,On Campus
670,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,70,70,Non - Medical,2016,CBSE,,,,,,6.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Female,Na,,,,,Cdac Chamba,Chamba,45 Days,Web Designing Technology,Html With Css,665,535,530,540,415,531,0,22,Birlasoft India Ltd,3.25,3.25,On Campus
671,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,70.66,70.66,Non - Medical,2015,Punjab School Education Board,,,,,,7.4,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chhattisgarh,OBC,Male,,,,,,Kyrion Technologies,Delhi,Six Weeks,Android,Android,570,650,545,540,525,408,25,23,OptimusÿInformation,3.5,3.5,On Campus
672,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,65.6,65.6,Non - Medical,2016,Gujarat Secondary Education Board,,,,,,6.16,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,,,,,,Infologic Solutions,Jammu,Six Weeks,"Chat Server, Hostel Management",Netbeans/java,560,550,545,360,495,531,3,21,ÿDiverseÿLynxÿIndia(2),2.7,2.7,On Campus
673,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,74.2,74.2,Non - Medical,2016,CBSE,,,,,,6.52,5,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,University Institute Of Industry Relations Chandigarh University,Mohali,45 Days,Traveling Android App,Android,745,725,690,540,575,562,11,22,Capgemini,3.8,3.8,On Campus
674,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,74.2,74.2,Non - Medical,2016,CBSE,,,,,,6.52,5,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,University Institute Of Industry Relations Chandigarh University,Mohali,45 Days,Traveling Android App,Android,745,725,690,540,575,562,11,22,Cognizant,3,3,On Campus
675,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,74.2,74.2,Non - Medical,2016,CBSE,,,,,,6.52,5,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Na,,,,,University Institute Of Industry Relations Chandigarh University,Mohali,45 Days,Traveling Android App,Android,745,725,690,540,575,562,11,22,Wipro,3.5,3.5,On Campus
676,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,78.6,78.6,Non - Medical,2016,CBSE,,,,,,8.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Java And Mysql Course ,,,,,Bangalore Institute,Bathinda,Six Weeks,Tailor Assistant,Javafx With Navicat,630,740,590,540,565,562,61,22,Capgemini,3.8,3.8,On Campus
677,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,78.6,78.6,Non - Medical,2016,CBSE,,,,,,8.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Java And Mysql Course ,,,,,Bangalore Institute,Bathinda,Six Weeks,Tailor Assistant,Javafx With Navicat,630,740,590,540,565,562,61,22,Publicis Sapient,4.9,4.9,On Campus
678,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,78.6,78.6,Non - Medical,2016,CBSE,,,,,,8.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Java And Mysql Course ,,,,,Bangalore Institute,Bathinda,Six Weeks,Tailor Assistant,Javafx With Navicat,630,740,590,540,565,562,61,22,Wipro,3.5,3.5,On Campus
679,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,66.4,66.4,Non - Medical,2015,CBSE,,,,,,7.39,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Ccna/ceh,Na,Na,Na,Na,Tcil-it,"Sec-22, Chandigarh",45 Days,File And Folder Viewer,Java,665,770,665,540,605,562,76,22,Capgemini,6.8,6.8,On Campus
680,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,66.4,66.4,Non - Medical,2015,CBSE,,,,,,7.39,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Ccna/ceh,Na,Na,Na,Na,Tcil-it,"Sec-22, Chandigarh",45 Days,File And Folder Viewer,Java,665,770,665,540,605,562,76,22,Cognizant,3,3,On Campus
681,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,66.4,66.4,Non - Medical,2015,CBSE,,,,,,7.39,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Ccna/ceh,Na,Na,Na,Na,Tcil-it,"Sec-22, Chandigarh",45 Days,File And Folder Viewer,Java,665,770,665,540,605,562,76,22,Amazon (Intern),7.2,7.2,On Campus
682,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,78,78,Non - Medical,2016,CBSE,,,,,,7.52,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,"Udemy Certification For C++, Java Training Certificate From Iit Bombay, Udemy Certificate For Python",Na,Na,Na,Na,"Summer Training, Indian School Of Ethical Hacking,kolkata",Kolkata,Other,Movies Recommendations Based On Emotions Using Python,Python,580,635,510,540,575,500,3,21,Infogain,5,6.5,On Campus
683,Yes,B.E - CSE,University Institute of Engineering (UIE),60.6,2014,ICSE,58.8,58.8,Non - Medical,2016,CBSE,,,,,,6.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Indian Institution Of Computer Technology,Palampur,45 Days,Online Admission System,Java,615,475,595,540,375,438,6,22,AICRA,4,6,On Campus
684,Yes,B.E - CSE,University Institute of Engineering (UIE),64.6,2014,CBSE,62.8,62.8,Non - Medical,2016,CBSE,,,,,,7.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,SC,Male,Na,,,,,Tcil,Chandigarh ,Six Weeks,Steganography,Java,650,710,655,540,595,592,41,23,Zensar Technologies,3,4,On Campus
685,Yes,B.E - CSE,University Institute of Engineering (UIE),81.16,2014,Gujarat Secondary Education Board,63.5,63.5,Non - Medical,2014,Gujarat Secondary Education Board,,,,,,6.24,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Gujarat,General,Male,"1. Intermediate Python For Data Science Course , 2. Deep Learning In Python",,,,,Android Devlopment At Cu,Chandigarh University,45 Days,Attendance Manager And Instant App Browser,Android Application Development,535,475,530,360,515,500,25,23,DXCÿTechnology,3.6,3.6,On Campus
